dd/mm/y	who	where	what	what-x (Hebrew)	what-y (Hebrew)
2023-02-21 00:00:00	BD	ישעיהו מ,יב	Replaced x with y (auto-edit).	בְּשׇׁעֳל֜וֹ	{{מ:קמץ|ד=בְּשׇׁעֳל֜וֹ|ס=בְּשָׁעֳל֜וֹ}}
2023-02-21 00:00:00	BD	ישעיהו סו,יב	Replaced x with y (auto-edit).	תְּשׇׁעֳשָֽׁעוּ׃	{{מ:קמץ|ד=תְּשׇׁעֳשָֽׁעוּ|ס=תְּשָׁעֳשָֽׁעוּ}}׃
2023-02-21 00:00:00	BD	שיר השירים ז,ד	Replaced x with y (auto-edit).	תׇּאֳמֵ֥י	{{מ:קמץ|ד=תׇּאֳמֵ֥י|ס=תָּאֳמֵ֥י}}
2023-02-21 00:00:00	BD	רות ב,יב	Replaced x with y (auto-edit).	פׇּעֳלֵ֑ךְ	{{מ:קמץ|ד=פׇּעֳלֵ֑ךְ|ס=פָּעֳלֵ֑ךְ}}
2023-02-21 00:00:00	BD	דברי הימים	Applied 171 auto-edits from Wikisource. Most, maybe all, were varika-related.		
2023-02-21 00:00:00	BD	יחזקאל מד,כד	Accidentally removed the letter ו (vav) from the qeri x. This was the result of applying auto-edits from Wikisource and Wikisource lacking the change that added the vav.	יִשְׁפְּט֑וּהוּ	
2023-02-21 00:00:00	BD	ישעיהו ל,לב	Fixed Unicode mark order on כֹּ֚ל (dagesh first)	כֹּ֚ל	
2023-02-21 00:00:00	S(A)K	"דה""ב כא,יט"	"Expanded target of documentation note to include ""לְיָמִ֣ים{{מ:לגרמיה}}שְׁנַ֗יִם"" and tweaked the content of the note."		
2023-02-21 00:00:00	S(A)K	"דה""ב יד,ו"	"Added maqaph in ""וַיָּ֥נַֽח־לָ֖נוּ"" (as in AC) which aids vocalization."		
2023-02-21 00:00:00	S(A)K	"דה""ב ח,יא"	"Added the second maqaph in ""אֲשֶׁר־בָּ֥אָֽה־אֲלֵיהֶ֖ם"" (as in AC) which aids vocalization."		
2023-02-21 00:00:00	S(A)K	ישעיהו ל,לב	"Replaced accent mahpah with the accent yativ in ""כֹּ֚ל"", as it appears in AC and LC and the printed editions. Credit to Moshe Greenberg."		
2023-02-19 00:00:00	S(A)K	ישעיהו כג,יז	"Added merkha to ""וְזָ֥נְתָ֛ה"" (as found in AC [in LC the line is straight]). Credit to anonymous contributor at Wikisource."		
2023-02-19 00:00:00	S(A)K	"מל""א יז,יא"	"Added varika mark to ""לִֽקְﬞחִי־נָ֥א"" and tweaked the documentation note."		
2023-02-19 00:00:00	S(A)K	"דה""א כא,ה"	"Added maqaph in ""שֹׁ֥לֵֽף־חָֽרֶב"" which aids vocalization (as found in AC here and in parallel contexts [but not in LC]); changed documentation note."		
2023-02-19 00:00:00	S(A)K	יחזקאל מד,כד	"Added the letter ו to the qeri ""יִשְׁפְּט֑וּהוּ"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-19 00:00:00	S(A)K	יחזקאל לג,ח	"Added dagesh to the letter ב in ""בַּעֲוֺנ֣וֹ"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-19 00:00:00	S(A)K	יחזקאל יח,כא	"Added dagesh to the letter ק in ""אֶת־כׇּל־חֻקּוֹתַ֔י"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-19 00:00:00	S(A)K	יחזקאל יח,ב	"Added dagesh to the letter ת in ""תִּקְהֶֽינָה"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-19 00:00:00	S(A)K	יחזקאל יא,א	"Replaced tippeha with merkha in ""שָׂרֵ֥י"" (as found in AC and LC [in LC the line is straight but merkha is intended]). Credit to Daniel Holman."		
2023-02-17 00:00:00	S(A)K	ירמיהו מח,כח	"Removed dagesh from the letter ב in ""בַסֶּ֔לַע"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-17 00:00:00	S(A)K	ירמיהו מח,ז	"Added the letter י to the qeri ""יַחְדָּֽיו"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-17 00:00:00	S(A)K	ירמיהו מח,ו	"In ""וְתִֽהְיֶ֔ינָה"" replaced accent zaqeph gadol with zaqeph qatan (as found in AC and LC). Credit to Daniel Holman."		
2023-02-17 00:00:00	S(A)K	ירמיהו לו,כט	"Added dagesh in the letter ת of ""תֹּאמַ֔ר"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-17 00:00:00	S(A)K	ירמיהו לד,ג	"In ""לֹ֤א"" replaced accent yativ with mahpah (as found in AC and LC). Credit to Daniel Holman."		
2023-02-17 00:00:00	S(A)K	ירמיהו יח,טז	"Added the letter ו to the qeri ""שְׁרִיק֣וֹת"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-17 00:00:00	S(A)K	ירמיהו יג,יג	"Qamaz instead of patah in ""יְרֽוּשָׁל{{מ:ירושלם|ָ|֖}}ם"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	ירמיהו ד,יט	"Added the letter ו to the qeri ""אוֹחִ֜ילָה"" (as found in AC and LC); also changed the order of appearance to qeri (first) and ketiv (second) by using תבנית:קו""כ. Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	"דה""ב כז,ז"	"Added prepositive pashta in ""וְיֶ֙תֶר֙"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	מיכה ד,ח	"Removed superfluous maqaph between the words ""לְבַ֥ת יְרוּשָׁל{{מ:ירושלם|ָ|ֽ}}ם"" (as found in LC [AC not extant]). In the printed versions the word ""לְבַ֥ת"" lacks an independent accent and is therefore followed by maqaph (and thence to BHS). Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	"שמ""ב יט,מא"	"Added the letter י to the qeri ""הֶעֱבִ֣ירוּ"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	"שמ""ב יט,לג"	"Added dagesh in ב of ""בְּשִׁיבָת֣וֹ"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	"שמ""ב טו,כו"	"Accents tippeha, merkha, silluq in ""כַּאֲשֶׁ֖ר ט֥וֹב בְּעֵינָֽיו"" at the end of the verse (as found in AC and LC [in LC the line in ""ט֥וֹב"" is straight but merkha is intended]). Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	"שמ""א ג,יג"	"Deleted meteg in ""בַּעֲוֺ֣ן"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-16 00:00:00	S(A)K	שופטים כא,ג	"Added dagesh to ""זֹּ֖את"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-15 00:00:00	S(A)K	דברים לג,כט	"Added meteg in ""בַּֽיהֹוָ֔ה"" (as in AC and LC). Credit to Daniel Holman."		
2023-02-13 00:00:00	S(A)K	משלי ו,כז C	Added open parashah (//{{פפ}}//) before the verse in Column C (as in AC and LC). Credit to Bezalel Ariel.		
2023-02-12 00:00:00	S(A)K	תהלים פו,ט	"Removed meteg from ""וְיִשְׁתַּחֲו֣וּ"" (as in AC and LC). Credit to Moshe Greenberg."		
2023-02-11 00:00:00	S(A)K	"מל""ב כ,יא"	"Expanded target of documentation note to include ""וַיִּקְרָ֛א יְשַׁעְיָ֥הוּ"" (tevir followed by tevir), and expanded the content of the note."		
2023-02-11 00:00:00	S(A)K	"מל""ב ח,ו"	"Expanded target of documentation note to include ""מִיּ֛וֹם עׇזְבָ֥הֿ"" (tevir followed by tevir), and expanded the content of the note."		
2023-02-09 00:00:00	S(A)K	"שמ""ב ז,ט"	"Expanded target of documentation note to include ""וְעָשִׂ֤תִֽי־לְךָ֙"", and added maqaph (as in AC) which aids vocalization."		
2023-02-09 00:00:00	S(A)K	"שמ""א ה,יב"	Added documentation note to qeri ukhtiv pair.		
2023-02-09 00:00:00	S(A)K	"שמ""א ה,ו"	Added documentation note to qeri ukhtiv pair.		
2023-02-08 00:00:00	S(A)K	יחזקאל טז,יב	Added to documentation note for conformity with the three previous entries (similar issue in all of them).		
2023-02-08 00:00:00	S(A)K	שופטים כ,לה	"Expanded target of documentation note to include ""שֹׁ֥לֵֽף־חָֽרֶב"", and added maqaph (as in AC) which aids vocalization."		
2023-02-08 00:00:00	S(A)K	שופטים כ,ב	"Expanded target of documentation note to include ""שֹׁ֥לֵֽף־חָֽרֶב"", and added maqaph (as in AC) which aids vocalization."		
2023-02-08 00:00:00	S(A)K	שופטים ח,י	"Expanded target of documentation note to include ""שֹׁ֥לֵֽף־חָֽרֶב"", and added maqaph (as in AC) which aids vocalization."		
2023-02-08 00:00:00	S(A)K	יהושע יד,יג	"Added documentation note to ""וַֽיְבָרְכֵ֖הוּ"". Note: Did not yet add varika mark!"		
2023-02-08 00:00:00	S(A)K	יהושע יב,ו	"Added documentation note to ""הַֽמְנַשֶּֽׁה"". Note: Did not yet add varika mark!"		
2023-02-07 00:00:00	S(A)K	יחזקאל כג,לו	"Added dagesh in the letter ת of ""תּוֹעֲבוֹתֵיהֶֽן"" (as found in AC and LC). Credit to Daniel Holman."		
2023-02-07 00:00:00	S(A)K	זכריה ט,יז	"Attempt to fix diacriticals in the letter י of ""וּמַה־יׇּפְי֑וֹ""."		
2023-02-06 00:00:00	S(A)K	יחזקאל טז,יב	"Added maqaph to ""וָ֥אֶתֵּֽן־נֶ֙זֶם֙"" (as appears in AC and LC) and greatly expanded documentation note."		
2023-02-05 00:00:00	BD	יחזקאל כג,ד	Removed space after equals sign (=) in a ס= argument to the מ:קמץ template.		
2023-02-05 00:00:00	BD	ויקרא י,יז	Removed space after equals sign (=) in a ס= argument to the מ:קמץ template.		
2023-02-05 00:00:00	S(A)K	דברים טז,ב	Greatly expanded the documentation note and widened its target. The biblical text is unchanged.		
2023-02-05 00:00:00	S(A)K	ירמיהו ט,י	"Changed the accent in ""מִבְּלִ֥י"" to merkha (as it clearly appears in AC and LC)."		
2023-02-05 00:00:00	S(A)K	ירמיהו ט,יא	"Changed the accent in ""מִבְּלִ֥י"" to merkha (as it clearly appears in AC [in LC the line is straight but merkha rather than tippeha or meteg is intended]). Credit to Asael Reiter."		
2023-02-05 00:00:00	S(A)K	יחזקאל כח,טז	"Added documentation note to ""תוֹכְךָ֛"" (for hataph). Note: Did not yet add varika mark!"		
2023-02-05 00:00:00	S(A)K	תהלים עב,יז	"Added לגרמיה following ""יְהִ֤י שְׁמ֨וֹ"" (as appears in AC and LC). Credit to Moshe Greenberg."		
2023-02-04 00:00:00	S(A)K	יחזקאל טז,יב	"Moved the word following the documentation note ("" נֶ֙זֶם֙"") into the note for clarity (in AC they are combined via maqaph). The biblical text is unchanged."		
2023-02-02 00:00:00	BD	ישעיהו, ירמיהו	Added varika marks to ירמיהו and made documentation changes to ישעיהו and ירמיהו. All these changes (137 of them) were from Wikisource, and were made via AutoEdits.		
2023-01-31 00:00:00	S(A)K	"מל""ב יב,כב"	"Added meteg to the letter ו in ""וַֽיִּקְבְּר֥וּ"" (as it appears in AC [but not in LC]). Credit to anonymous contributor at Wikisource."		
2023-01-31 00:00:00	S(A)K	"מל""ב יז,ד"	"Replaced patah with shewa in the letter ע of ""וַֽיַּעְצְרֵ֙הוּ֙"" (as appears in LC and S1); AC is not extant for this verse. Credit to anonymous contributor at Wikisource."		
2023-01-30 00:00:00	S(A)K	"דה""ב ו,מב"	"Qamaz qatan in ""זׇכְרָ֕ה"" (hataph-qamaz to indicate qamaz hatuph) and update to documentation note."		
2023-01-30 00:00:00	S(A)K	יחזקאל לב,כ	Improvement to documentation note about hataph-qamaz to indicate qamaz hatuph. The appearance of biblical text is unchanged; this only affects the note.		
2023-01-30 00:00:00	S(A)K	ירמיהו ב,יב	Improvement to documentation note about hataph-qamaz to indicate qamaz hatuph. The appearance of biblical text is unchanged; this only affects the note.		
2023-01-30 00:00:00	S(A)K	ירמיהו מט,כח	Improvement to documentation note about hataph-qamaz to indicate qamaz hatuph. The appearance of biblical text is unchanged; this only affects the note.		
2023-01-30 00:00:00	S(A)K	ירמיהו יב,טז	Improvement to documentation note. The appearance of biblical text is unchanged; this only affects the note.		
2023-01-29 00:00:00	S(A)K	ירמיהו מח,לב	Improvement to documentation note. The appearance of biblical text is unchanged; this only affects the note.		
2023-01-29 00:00:00	S(A)K	ירמיהו נב,כב	Tweak to clarify documentation note. The appearance of biblical text is unchanged; this only affects the note.		
2023-01-29 00:00:00	S(A)K	ירמיהו נא,ז	"Fixed vowel within documentation note for the letter ה in ""יִתְהֹלֲל֥וּ"". Note: The appearance of biblical text is unchanged; this only affects the note."		
2023-01-29 00:00:00	S(A)K	ירמיהו נ,י	"Fixed diacriticals within documentation note for the letter כ in ""א=כָּל־שֹׁלֲלֶ֥יהָ"". Note: The appearance of biblical text is unchanged; this only affects the note."		
2023-01-29 00:00:00	S(A)K	ירמיהו כד,ט	Added two documentation notes.		
2023-01-27 00:00:00	BD	ישעיהו	added 51 varika marks from Wikisource (via AutoEdits)		
2023-01-25 00:00:00	BD	ישעיהו סו,טז	added a varika mark from Wikisource (via AutoEdits)		
2023-01-26 00:00:00	BD	ישעיהו א,כג	added a varika mark from Wikisource (via AutoEdits)		
2023-01-22 00:00:00	S(A)K	"דה""ב כ,ל-לא D"	Seder number 19/יט (shown in column D) moved back from verse 31 to verse 30, as indicated in AC and Sefer ha-Hillufim (and as appears in Ginsburg). In LC and Koren it appears in verse 31. A documentation note has been added in verse 30. Credit to Bezalel Ariel.		
2023-01-13 00:00:00	BD	תהלים מד,יט	A geresh muqdam was added on 02/08/2022 but not in our standard-but-abnormal ordering. The fix was to change alef-gm-ḥp to alef-ḥp-gm. The result is shown in the next column.	אֲ֝שֻׁרֵ֗ינוּ	
2023-01-13 00:00:00	BD	יחזקאל לב,ל	A rafeh was added on 22/08/2022 but not in our standard-but-abnormal ordering. The fix was to change gimel-sheva-rafeh to gimel-rafeh-sheva. The result is shown in the next column.	מִגְֿבֽוּרָתָם֙	
2023-01-10 00:00:00	S(A)K	ישעיהו כה,י	"Accent on the letter ד in ""וְנָד֤וֹשׁ"" (as found in AC and LC). Credit to Asael Reiter."		
2023-01-05 00:00:00	S(A)K	"מל""ב ט,כ"	"Added dagesh to the letter י in ""וַיַּגֵּ֤ד"" (as found in AC and LC). Credit to anonymous reader at alhatorah.org."		
2023-01-05 00:00:00	S(A)K	"מל""א ח,לו"	"Added meteg to ""עַֽל־אַרְצְךָ֔"" (as found in AC and LC [faint but definite]). Credit to anonymous contributor at Hebrew Wikisource."		
2023-01-03 00:00:00	S(A)K	אסתר ב,יא C	Slight tweak to documentation note in Column C about whether there is a closed parashah ({{סס}}) before this verse.		
2022-12-28 00:00:00	S(A)K	במדבר כו,כג	"Added documentation note regarding lack of dagesh in ""וּפֻוָ֖ה""."		
2022-12-28 00:00:00	S(A)K	בראשית מו,יג	"Updated documentation note regarding lack of dagesh in ""וּפֻוָ֖ה""."		
2022-12-15 00:00:00	S(A)K	בראשית לח,יז	"Qamaz qatan in ""שׇׁלְחֶֽךָ"". Credit to anonymous reader at mg.alhatorah.org."		
2022-12-14 00:00:00	S(A)K	דניאל ב,לא	"Removed dagesh from the letter ד in ""דִכֵּ֥ן""; LC has rapheh (although it has a slight blemish in the parchment which may be a scratch from erasure). Credit to Moshe Greenberg."		
2022-12-14 00:00:00	S(A)K	דניאל ב,כ	"Removed maqaph between ""וְעַ֣ד עָלְמָ֑א""; there is no maqaph in LC. Credit to Moshe Greenberg."		
2022-12-13 00:00:00	S(A)K	עזרא ט,ד	"Replaced accent mahpah with the accent yativ in ""כֹּ֚ל"", as it appears in LC and ב1. Credit to Moshe Greenberg."		
2022-12-13 00:00:00	S(A)K	דניאל ט,יב	"Added parameter רווח=לא to קו""כ template, and a space after the template, in order to fix the spacing between the words as shown in Wikisource."		
2022-12-07 00:00:00	S(A)K	דניאל ו,כח	"Changed accent to zaqef qaton in ""וּמַצִּ֔ל"", as found in LC and ב1 (versus the printed editions and Koren which have revia`). Credit to Moshe Greenberg."		
2022-12-07 00:00:00	S(A)K	"שמ""א יח,יט"	"The consecutive words ""בְּעֵ֛ת תֵּ֛ת"" both with the accent tevir, as found in the Aleppo Codex and parallel manuscripts; the documentation note has been corrected and updated. Credit to Moshe Greenberg."		
2022-12-07 00:00:00	S(A)K	הושע יג,יד	"Qamaz qatan in the letter ק of ""קׇֽטׇבְךָ֙"" within מ:קמץ template. Credit to Moshe Greenberg."		
2022-11-20 00:00:00	S(A)K	"מל""ב כג,יב"	"Changed accent in ""מְנַשֶּׁ֗ה"" to revia` (one dot as in AC and LC). Credit to Daniel Holman."		
2022-11-20 00:00:00	S(A)K	"מל""ב יט,ו"	"Changed accent in ""שָׁמַ֔עְתָּ"" to zaqef qaton (two dots as in AC and LC). Credit to Daniel Holman."		
2022-11-20 00:00:00	S(A)K	"מל""ב א,ב"	"Changed accent in ""מַלְאָכִ֗ים"" to revia` (one dot as in AC and LC). Credit to Daniel Holman."		
2022-11-19 00:00:00	S(A)K	"מל""א יז,יג"	Corrected documentation note.		
2022-11-10 00:00:00	S(A)K	חבקוק ב,ח	"Qamaz qatan in ""יְשׇׁלּ֖וּךָ""."		
2022-10-26 00:00:00	S(A)K	יהושע יז,ב	"Removed dagesh in ""בֶן־יוֹסֵ֛ף"" as in AC and LC (both of which are clearly marked with rafeh although LC has a spot in the parchment not intended as a dot). Credit to Asael Reiter."		
2022-10-24 00:00:00	S(A)K	יהושע ח,ב	"Added dagesh to ל in ""לִּֽירִיחוֹ֙"" as in AC and LC. Credit to Asael Reiter."		
2022-10-07 00:00:00	S(A)K	איוב לב,ב	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	איוב ג,ו	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	משלי ל,טז	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	משלי כד,יב	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	משלי ח,לד	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים קמב,ז	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים קיח,כז	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים נו,ט	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים נג,ו	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים נג,ה	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים מד,ד	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים לז,ז	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים כח,ג	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים יח,מד	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים יד,ד	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים ח,ג	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	תהלים ד,ז	"Removed grey maqaph from word with ""oleh"" that also has an independent accent."		
2022-10-07 00:00:00	S(A)K	"שמ""א ל,טו"	Further corrections to documentation note (cf. 04/10/2022).		
2022-10-05 00:00:00	S(A)K	"מל""ב יז,כד"	Improved documentation note.		
2022-10-05 00:00:00	S(A)K	יחזקאל מז,א	"Moved ""stress helper"" in ""וַיְשִׁבֵ֘נִי֮"" to the correct syllable."		
2022-10-04 00:00:00	S(A)K	"שמ""א ל,טו"	"Added ""stress helper"" accent in ""הִשָּׁ֩בְעָה֩"" and a documentation note (credit to Daniel Holman)."		
2022-09-07 00:00:00	S(A)K	דניאל ד,כז	"Changed patah to qamaz in ""בִּתְקָ֥ף"" (as it appears in LC). Credit to Moshe Greenberg."		
2022-08-29 00:00:00	S(A)K	ישעיהו נד,א	"Added meteg to the letter צ in ""וְצַֽהֲלִי֙"" (as it appears in AC [but not in LC]). Credit to David Kochav."		
2022-08-28 00:00:00	S(A)K	ישעיהו נא,טו	"Added meteg to the letter א in ""וְאָֽנֹכִי֙"" (as it appears in AC and LC). Credit to David Kochav."		
2022-08-23 00:00:00	S(A)K	איוב לט,ב	"Moved revi`a to the letter ת in ""וְ֝יָדַעְתָּ֗"" (as it appears in AC, and apparently also in LC, and in other manuscripts). The printed versions have it on the penultimate syllable (וְ֝יָדַ֗עְתָּ), although Van der Hought (Amsterdam, 1705) and derivative editions note ""וְ֝יָדַעְתָּ֗"" as an alternative reading. Credit to Moshe Greenberg."		
2022-08-22 00:00:00	S(A)K	"דה""א כב,ד"	"Added maqaph to ""כִּֽי־הֵ֠בִ֠יאוּ"" (as it appears in AC and LC and some printed versions [others have כי with munah]). Credit to Moshe Greenberg."		
2022-08-22 00:00:00	S(A)K	משלי לא,כז	Added the letter ו to the ketiv of הילכות (qeri הֲלִיכ֣וֹת) as found in AC (there is no קרי וכתיב in LC). Credit to Moshe Greenberg.		
2022-08-22 00:00:00	S(A)K	משלי ו,לה	"Added dagesh to ש of ""תַרְבֶּה־שֹּֽׁחַד"" (as it appears in AC and perhaps also in LC, plus in the printed versions). Credit to Moshe Greenberg."		
2022-08-22 00:00:00	S(A)K	יחזקאל לב,ל	"Removed dagesh from ג of ""מִגְֿבֽוּרָתָם֙"" and added rafe in its place to mark the anomaly clearly for the reader (as it appears in AC and LC [compare to the previous verse in both manuscripts]). Credit to Moshe Greenberg."		
2022-08-22 00:00:00	S(A)K	יחזקאל כז,לו	"Meteg instead of merkha in ""בָּֽעַמִּ֔ים"" (as it appears in AC and apparently also in LC [compare to the previous meteg on the same line]). Credit to Moshe Greenberg."		
2022-08-22 00:00:00	S(A)K	יחזקאל יא,ט	"Merkha instead of tevir in ""וְעָשִׂ֥יתִי"" (as it appears correctly in AC and as was apparently intended in LC despite the extra dot [accidental extra hiriq?] to the left). Credit to Moshe Greenberg."		
2022-08-17 00:00:00	S(A)K	"דה""א ו,לט"	"Moved the accent munah to the letter פ in ""לְמִשְׁפַּ֣חַת"" (as it appears correctly in AC; in LC the accent is misplaced). Credit to anonymous editor at Wikisource."		
2022-08-17 00:00:00	S(A)K	special מיוחד	"Fixed a part of דברים טעם תחתון (דפוסים) which previously showed the wrong version. The words which were changed according to the correct version are ""לֹֽא־תַעֲשֶׂ֨ה כָל־מְלָאכָ֜ה אַתָּ֣ה{{לגרמיה}}וּבִנְךָֽ־וּבִתֶּ֣ךָ וְעַבְדְּךָֽ־וַאֲמָתֶ֗ךָ וְשׁוֹרְךָ֤ וַחֲמֹֽרְךָ֙ וְכָל־בְּהֶמְתֶּ֔ךָ"". Note that at Wikisource this was already corrected on 14/08/2022."		
2022-08-16 00:00:00	S(A)K	ישעיהו מג,יט	"Added dagesh to the letter ת in ""תֵּדָע֑וּהָ"" (as it appears in AC and LC [the latter also has meteg]). Credit to Moshe Greenberg."		
2022-08-16 00:00:00	S(A)K	"מל""ב כה,ז"	"Added dagesh to the letter ב in ""בַּֽנְחֻשְׁתַּ֔יִם"" (as it appears in AC and LC). Credit to Moshe Greenberg."		
2022-08-16 00:00:00	S(A)K	"מל""ב יג,יז"	"Replaced mahpah accent with qadma in ""וַיֹּ֨אמֶר אֱלִישָׁ֤ע"" (as expected and as it appears in AC and apparently also in LC). Credit to Moshe Greenberg."		
2022-08-16 00:00:00	S(A)K	"מל""ב ו,ח"	"Two dots for zaqeph qaton in ""לֵאמֹ֔ר"" (as it appears in AC and LC). Credit to Moshe Greenberg."		
2022-08-16 00:00:00	S(A)K	"שמ""א ד,יט"	"One dot for revi`a instead of two dots for zaqeph qaton in ""אֶת־הַשְּׁמוּעָ֗ה"" (as it appears in AC and apparently also in LC [the latter also has defective spelling lacking ו]). Credit to Moshe Greenberg."		
2022-08-16 00:00:00	S(A)K	"מל""א כ,כה"	"Merkha instead of munah in ""וְס֥וּס"" (as it appears in AC as opposed to LC). Credit to Moshe Greenberg."		
2022-08-16 00:00:00	S(A)K	"מל""א י,ג"	"Removed dagesh from ""דָבָר֙"" (as it appears in the manuscripts with rafeh). Credit to Moshe Greenberg. Note that Breuer (Keter Yerushalayim) has dagesh (!)."		
2022-08-16 00:00:00	S(A)K	"שמ""ב כד,יג"	"Added maqaph to ""שֶׁבַע־שָׁנִ֣ים"" (as it appears in the manuscripts). Credit to Moshe Greenberg."		
2022-08-16 00:00:00	S(A)K	"שמ""ב כד,ז"	"Added merkha to ""וַיֵּ֥צְא֛וּ"" (as it appears in AC and perhaps in LC). Credit to Moshe Greenberg."		
2022-08-14 00:00:00	S(A)K	"שמ""ב כא,א"	"Removed maqaph and added merkha to the word ""עַ֥ל"" (following AC and perhaps LC [where the maqaph seems to be erased]). Credit to Moshe Greenberg."		
2022-08-14 00:00:00	S(A)K	שופטים טז,יח	"Removed dagesh from ""דְלִילָ֗ה"" (as it appears in the manuscripts). Credit to Moshe Greenberg."		
2022-08-02 00:00:00	S(A)K	תהלים מד,יט	"Added geresh muqdam in ""אֲ֝שֻׁרֵ֗ינוּ"" (as appears in the manuscripts). Credit to Asael Reiter. UXLC change 2022.08.02 - 1."		
2022-07-29 00:00:00	S(A)K	דניאל ה,כ	"Removed shuruq dot from ו of ""הֶעְדִּ֥יו"" and added documentation note. Credit to Asael Reiter. UXLC change 2022.07.29 - 1."		
2022-07-24 00:00:00	S(A)K	תהלים סא,ט	"Added geresh muqdam in ""נְ֝דָרַ֗י"" (as appears in the manuscripts). Credit to Moshe Greenberg. UXLC change 2022.07.08 - 10."		
2022-07-24 00:00:00	S(A)K	תהלים קלז,ט	"Removed geresh muqdam (which does not appear in the manuscripts) from ""אֶֽת־עֹלָלַ֗יִךְ"". Credit to Moshe Greenberg. UXLC change 2022.07.08 - 8."		
2022-07-24 00:00:00	S(A)K	תהלים פג,יא	"Removed dagesh (which does not appear in the manuscripts) from the ד of ""דֹ֗֝מֶן"". Credit to Moshe Greenberg. UXLC change 2022.07.08 - 7."		
2022-07-24 00:00:00	S(A)K	תהלים קיט,קע	"Removed dagesh (which does not appear in the manuscripts) from the first ת of ""תְחִנָּתִ֣י"". Credit to Moshe Greenberg. UXLC change 2022.07.08 - 6."		
2022-07-24 00:00:00	S(A)K	תהלים צב,י	Removed superfluous paseq following a disjunctive accent which does not appear in the manuscripts. Credit to Moshe Greenberg. UXLC change 2022.07.08 - 5.		
2022-07-20 00:00:00	S(A)K	תהלים פט,נג	"Removed geresh muqdam from ""לְעוֹלָ֗ם"", following AC; see discussion here. Credit to Moshe Greenberg."		
2022-07-18 00:00:00	S(A)K	תהלים פא,ו	"Mahapakh was misplaced, now corrected in ""עֵד֤וּת""; the mistake was rooted in BHS via WLC/UXLC. Credit to Moshe Greenberg. UXLC change 2022.07.08 - 4."		
2022-07-13 00:00:00	S(A)K	ישעיהו לד,יא	"Added rafeh in ""קַֽו־תֹֿ֖הוּ"" (based on Minhat Shai Isaiah 34:11). Credit to Moshe Greenberg."		
2022-07-13 00:00:00	S(A)K	יחזקאל כג,מב	"Added rafeh in ""שָׁלֵ֣ו בָֿהּ֒"" (based on Minhat Shai Isaiah 34:11). Credit to Moshe Greenberg."		
2022-07-13 00:00:00	S(A)K	תהלים סח,יח	"Added rafeh to ""אֲדֹנָ֥י בָֿ֝֗ם"" (based on Minhat Shai Isaiah 34:11) and expanded the documentation note. Credit to Moshe Greenberg."		
