dd/mm/y	who	where	what	what-x (Hebrew)	what-y (Hebrew)
2024-08-25 00:00:00	S(A)K	"דה""ב כה,יז"	"Added qeri (""לְכָ֖ה"") to ""לך"" (as in L here and in Numbers) along with a documentation note. Credit to anonymous contributer at Hebrew Wikisource. To be imported via auto-edits."		
2024-08-23 00:00:00	S(A)K	יחזקאל כז,טו	"Corrected ketiv to ""והובנים"" as in A, L and others. Credit to anonymous contributer at Hebrew Wikisource. To be imported via auto-edits."		
2024-08-13 00:00:00	S(A)K	איוב ה,כז	"Changed accent dehi to tarha in ""הִנֵּה־זֹ֖את"" (following AC, multiple mss and explicit masorah). Credit to Asael Reiter. To be imported via auto-edits."		
2024-08-09 00:00:00	BD	various	Applied 94 auto-edits.		
2024-08-07 00:00:00	S(A)K	"שמ""א כח,ח"	"Added qamaz qatan within template מ:קמץ to ""קׇסֳמִי־נָ֥א"". To be imported via auto-edits."		
2024-07-31 00:00:00	S(A)K	תהלים יז,יד	"Added varika in ""מִֽמְﬞתִ֬ים"" (following C13); expanded the documentation notes on both occurences of this word in the verse."		
2024-06-30 00:00:00	S(A)K	יחזקאל מח,טו	"Corrected ""עַל־פְּנֵ֨י"" (qadma) to ""עַל־פְּנֵי֙"" (pashta), as found in AC and LC. Credit to Daniel Holman. To be imported via auto-edits."		
2024-06-30 00:00:00	S(A)K	יחזקאל לד,ב	"Corrected ""כֹּ֥ה אָמַ֣ר"" (as found in LC) to ""כֹּה־אָמַ֣ר"", as found in AC. Credit to Daniel Holman. To be imported via auto-edits."		
2024-06-30 00:00:00	S(A)K	יחזקאל א,ד	"Added maqaph in ""וְנֹ֥גַֽהּ־ל֖וֹ"", following AC. Credit to Daniel Holman. To be imported via auto-edits."		
2024-06-29 00:00:00	S(A)K	ספר יחזקאל	In the Book of Ezekiel, deleted meteg in the following 37 words (as found in AC): Ezekiel 1.23 (הָרָקִ֔יעַ); Ezekiel 4.3 (מַחֲבַ֣ת); Ezekiel 4.15 (גֶּלֲלֵ֣י); Ezekiel 4.15 (הָאָדָ֑ם); Ezekiel 7.11 (הֶחָמָ֥ס); Ezekiel 11.1 (וַחֲמִשָּׁ֖ה); Ezekiel 12.12 (לֹא־יִרְאֶ֥ה); Ezekiel 12.14 (סְבִיבֹתָ֥יו); Ezekiel 13.16 (וְהַחֹזִ֥ים); Ezekiel 16.12 (וַעֲגִילִ֖ים); Ezekiel 16.50 (וַתַּעֲשֶׂ֥ינָה); Ezekiel 18.20 (לֹא־יִשָּׂ֣א); Ezekiel 20.5 (אֱלֹהֵיכֶֽם׃); Ezekiel 20.21 (וָאֹמַ֞ר); Ezekiel 23.15 (שָׁלִשִׁ֖ים); Ezekiel 23.49 (גִלּוּלֵיכֶ֖ן); Ezekiel 24.12 (וְלֹא־תֵצֵ֤א); Ezekiel 27:16 (מַעֲשָׂ֑יִךְ); Ezekiel 28.23 (כִּי־אֲנִ֥י); Ezekiel 30.8 (עֹזְרֶֽיהָ); Ezekiel 33.13 (וְהוּא־בָטַ֥ח); Ezekiel 33.21 (בַּחֲמִשָּׁ֥ה); Ezekiel 35.15 (תִהְיֶ֤ה); Ezekiel 36.5 (כֹּה־אָמַר֘); Ezekiel 38.20 (הָרֹמֵ֣שׂ); Ezekiel 39.9 (יֹשְׁבֵ֣י); Ezekiel 39.14 (אֶת־הָעֹבְרִ֗ים); Ezekiel 39.23 (וָאַסְתִּ֥ר); Ezekiel 41.16 (וְהָאַתִּיקִ֤ים); Ezekiel 41.24 (מוּסַבּ֣וֹת); Ezekiel 44.3 (יֵשֶׁב־בּ֥וֹ); Ezekiel 44.4 (דֶּרֶךְ־שַׁ֣עַר); Ezekiel 44.23 (יוֹדִעֻֽם); Ezekiel 45.11 (וַעֲשִׂירִ֤ת); Ezekiel 45.12 (וַחֲמִשָּׁה֙); Ezekiel 45.25 (בַּחֲמִשָּׁה֩); Ezekiel 47.2 (דֶּרֶךְ־שַׁ֣עַר). Credit to Daniel Holman. To be imported via auto-edits.		
2024-06-29 00:00:00	S(A)K	יחזקאל כא,לז	In the Book of Ezekiel, added meteg in the following word (as found in AC): Ezekiel 21.37 (תִּֽהְיֶה֙). Credit to Daniel Holman. To be imported via auto-edits.		
2024-06-10 00:00:00	S(A)K	שמות ט,לה	"Moved meteg to the letter י in ""וַיֶּֽחֱזַק֙"" (see new documentation note). To be imported via auto-edits."		
2024-06-10 00:00:00	S(A)K	שמות ז,יג	"Added meteg in ""וַיֶּֽחֱזַק֙"" (see new documentation note). To be imported via auto-edits."		
2024-05-23 00:00:00	BD	תהלים כז,יג	By hand, impose new 2-arg נוסח style. (Auto-edits failed on this and only this.)		
2024-05-23 00:00:00	BD	everywhere	"Applied 6647 auto-edits bringing over new ""buried"" ({{ש}}-divided) doc parts."		
2024-05-21 00:00:00	S(A)K	ויקרא כד,מד	"Added meteg in ""אֶֽת־מֹעֲדֵ֖י"" (following nearly all manuscripts and the recorded tradition of Ben Asher). Added documentation note. Credit to anonymous contributor at Hebrew Wikisource."		
2024-05-13 00:00:00	BD	בראשית, זכריה	"Applied auto-edits bringing over test of new ""buried"" ({{ש}}-divided) doc parts."		
2024-04-20 00:00:00	BD	דברים, דניאל	Applied 4 auto edits including moving רָעִ֥ים out of מ:קמץ.		
2024-04-03 00:00:00	BD	דניאל, עזרא	Applied 15 auto-edits implementing the 2 changes below.		
2024-04-03 00:00:00	S(A)K	עזרא ד,יא	"Added qeri ""עַבְדָ֛ךְ"" (following C13, B55, B92 and others); changed documentation note. Credit to Ben Denckla. To be imported via auto-edits."		
2024-04-03 00:00:00	S(A)K	דניאל ה,י	"Corrected qeri to ""וְזִיוָ֖ךְ"" (following C13, B55, B92 and others); changed documentation note. Credit to Ben Denckla. To be imported via auto-edits."		
2024-03-25 00:00:00	BD	דברים, אסתר	Applied 7 auto-edits.		
2024-03-14 00:00:00	BD	שמול יד	Applied 2 auto-edits, bringing over Wikisource changes moving two gaʿya marks from 2nd to 1st letter.		
2024-03-13 00:00:00	BD	"שמ""ב כא,יב"	Applied 1 auto-edit.		
2024-03-13 00:00:00	BD	various	Applied 10 auto-edits.		
2024-03-05 00:00:00	S(A)K	"שמ""ב כא,יב"	"Put three consecutive words (qeri=תלום שם הפלשתים) into a single qeri ukhtiv template ""מ:כו""ק של שלוש מילים בהערה אחת"" (as found in AC). Changed documentation note. Credit to Ben Denckla. To be imported via auto-edits."		
2024-03-05 00:00:00	S(A)K	משלי יד,י	"Qamaz qatan in ""מׇרַּ֣ת"". To be imported via auto-edits. Credit to Ephraim at Hebrew Wikisource."		
2024-03-05 00:00:00	S(A)K	יחזקאל טז,ד	"Qamaz qatan (twice) in ""לֹא־כׇרַּ֣ת שׇׁרֵּ֔ךְ"". To be imported via auto-edits. Credit to Ephraim at Hebrew Wikisource."		
2024-03-01 00:00:00	BD	שמות יד,ד	Applied 1 auto-edit.		
2024-02-22 00:00:00	BD	שמות, מלכים ב	Applied 3 auto-edits.		
2024-02-16 00:00:00	S(A)K	שמות יב,נ	"Moved meteg to the letter ו in ""וַֽיַּעֲשׂ֖וּ"" (following LC); this corrects an error from an early version of WLC. Credit to Ben Denckla."		
2024-02-15 00:00:00	BD	שמות/כד	Applied 2 auto-edits.		
2024-02-15 00:00:00	BD	"מל""ב ו"	Applied auto-edit.		
2024-02-09 00:00:00	S(A)K	שמות כד,ה	"Moved meteg to the letter ו in ""וַֽיַּעֲל֖וּ"" (following LC); this corrects an error from an early version of WLC. Credit to anonymous contributor at Hebrew Wikisource."		
2024-02-08 00:00:00	S(A)K	שמות כד,יא	"Moved meteg to the letter י in ""וַיֶּֽחֱזוּ֙"" (following the Ben Asher tradition as recorded in Sefer ha-Hillufim and some manuscripts [but not LC]). Credit to anonymous contributor at Hebrew Wikisource."		
2024-02-05 00:00:00	BD	בראשית מז,כח	Applied 1 auto-edit removing space before מ:אין רווח ... פרשת השבוע.		
2024-02-04 00:00:00	BD	תהלים, תרי עשר	Applied 34 auto-edits, changing בפסק ראשון to בפסוק הראשון in template suffixes.		
2024-02-03 00:00:00	BD	תורה	Applied 30 auto-edits getting rid of extra arg to מ:כפול.		
2024-02-02 00:00:00	BD	תהלים	Added calls to new template מ:רווח לספר בתהלים בפסק ראשון.		
2024-02-02 00:00:00	BD	ספר תרי עשר	Added calls to new template מ:רווח בתרי עשר בפסק ראשון.		
2024-02-02 00:00:00	BD	מגילת אסתר ה,א	Apply auto-edit to remove מ:אין פרשה בתחילת פרק		
2024-02-01 00:00:00	BD	שמות לד	Added space (double underscore) (__) to previously-empty cell in column C of rows (verses) 7 & 8.		
2024-01-31 00:00:00	BD	איכה ג,מז	Removed superfluous __ (double underscore) before {{ססס}}, i.e. x to y	__{{ססס}}	{{ססס}}
2024-01-29 00:00:00	BD	ספר ירמיהו	Applied 45 auto-edits.		
2024-01-29 00:00:00	S(A)K	ספר ירמיהו	In the Book of Jeremiah, added meteg in the following 8 words (as found in AC): Jeremiah 4.30 (עֲדִֽי־זָהָ֗ב), Jeremiah 10.16 (לֹֽא־כְאֵ֜לֶּה), Jeremiah 10.20 (אׇֽהֳלִ֔י), Jeremiah 11.16 (רַֽעֲנָן֙), Jeremiah 16.12 (מֵאֲבֽוֹתֵיכֶ֑ם), Jeremiah 26.17 (אֶֽל־כָּל־קְהַ֥ל), Jeremiah 38.23 (מֶֽלֶךְ־בָּבֶל֙), Jeremiah 52.25 (פְנֵֽי־הַמֶּ֙לֶךְ֙). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-29 00:00:00	S(A)K	ספר ירמיהו	In the Book of Jeremiah, deleted meteg in the following 58 words (as found in AC): Jeremiah 1.3 (הַחֲמִישִֽׁי׃), Jeremiah 3.2 (שְׂאִי־עֵינַ֨יִךְ), Jeremiah 7.17 (יְרוּשָׁלִָֽם׃), Jeremiah 7.30 (בְנֵי־יְהוּדָ֥ה), Jeremiah 7.34 (מֵעָרֵ֣י), Jeremiah 7.34 (תִּהְיֶ֥ה), Jeremiah 8.1 (מַלְכֵי־יְהוּדָ֣ה), Jeremiah 9.1 (מֵאִתָּ֑ם), Jeremiah 9.8 (הַעַל־אֵ֥לֶּה), Jeremiah 9.20 (בַּחוּרִ֖ים), Jeremiah 9.22 (בִּגְבוּרָת֑וֹ), Jeremiah 10.10 (וְלֹא־יָכִ֥לוּ), Jeremiah 10.25 (וַאֲכָלֻ֙הוּ֙), Jeremiah 11.10 (אַחֲרֵ֛י), Jeremiah 13.13 (יְרוּשָׁלִָ֖ם), Jeremiah 14.2 (יְרוּשָׁלִַ֖ם), Jeremiah 15.13 (חֵילְךָ֧), Jeremiah 16.11 (וְאָמַרְתָּ֣), Jeremiah 17.25 (הָעִיר־הַזֹּ֖את), Jeremiah 18.18 (מַחֲשָׁבוֹת֒), Jeremiah 19.9 (וְהַאֲכַלְתִּ֞ים), Jeremiah 20.11 (רֹדְפַ֥י), Jeremiah 21.3 (תֹאמְרֻ֖ן), Jeremiah 22.12 (לֹא־יִרְאֶ֥ה), Jeremiah 23.2 (הֲפִצֹתֶ֤ם), Jeremiah 23.2 (כֹּה־אָמַ֨ר), Jeremiah 23.12 (כִּי־אָבִ֨יא), Jeremiah 23.14 (יְרוּשָׁלִַ֜ם), Jeremiah 24.7 (וְנָתַתִּי֩), Jeremiah 25.9 (מֶלֶךְ־בָּבֶל֮), Jeremiah 25.35 (מִן־הָרֹעִ֑ים), Jeremiah 26.19 (מֶלֶךְ־יְהוּדָ֜ה), Jeremiah 27.5 (אָנֹכִ֞י), Jeremiah 27.6 (אֶת־כָּל־הָאֲרָצ֣וֹת), Jeremiah 27.11 (מֶלֶךְ־בָּבֶ֖ל), Jeremiah 28.13 (וְאָמַרְתָּ֨), Jeremiah 29.1 (נְבוּכַדְנֶאצַּ֛ר), Jeremiah 32.30 (כִּי־הָי֨וּ), Jeremiah 33.26 (כִּי־אָשִׁ֥יב קרי), Jeremiah 33.26 (וְרִחַמְתִּֽים׃), Jeremiah 34.14 (מֵעִמָּ֑ךְ), Jeremiah 34.17 (כֹּה־אָמַ֣ר), Jeremiah 34.17 (וְנָתַתִּ֤י), Jeremiah 36.9 (קָרְא֨וּ), Jeremiah 36.20 (אֱלִישָׁמָ֣ע), Jeremiah 37.1 (בֶּן־יֹאשִׁיָּ֑הוּ), Jeremiah 37.7 (כֹּה־אָמַ֤ר), Jeremiah 41.2 (הָאֲנָשִׁ֣ים), Jeremiah 41.17 (וַיֵּלְכ֗וּ), Jeremiah 44.5 (וְלֹא־הִטּ֣וּ), Jeremiah 44.30 (מֶלֶךְ־יְהוּדָ֗ה), Jeremiah 49.16 (תֹּפְשִׂ֖י), Jeremiah 49.37 (אַחֲרֵיהֶם֙), Jeremiah 50.40 (לֹא־יֵשֵׁ֥ב), Jeremiah 51.5 (לֹא־אַלְמָ֨ן), Jeremiah 51.43 (וְלֹא־יַעֲבֹ֥ר), Jeremiah 52.7 (וַיֵּצְא֨וּ), Jeremiah 52.31 (מֶלֶךְ־יְהוּדָ֔ה). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-28 00:00:00	BD	דברים	Applied 4 auto-edits, fixing up some problems from previous auto-edits, including the 1 failure.		
2024-01-28 00:00:00	BD	דברים	Applied 82 auto-edits.		
2024-01-28 00:00:00	BD	ירמיהו	Applied 24 auto-edits. I failed: ספר דברים/לב,ו replace תיבה אחת with תיבה בפני.		
2024-01-28 00:00:00	BD	בתרי עשר, תהלים	"Applied 17 רווח auto-edits: 12 in ""The 12"" and 5 in Psalms."		
2024-01-28 00:00:00	BD	ספר שמות/טו	Applied 1 auto-edit. To row zero. All other auto-edits for this row failed.	שמות/טו/צורת-השיר|שמות	המקרא}}{{פפפ}}{{מ:פסוק|שמות|טו|כ}}{{#קטע:שמות
2024-01-28 00:00:00	BD	all	"Applied 928 auto-edits to row zeros. An example of these edits for Gen 1 is to do a search for x and replace it with y. (See ""what-x"" and ""what-y"" columns.) As to why there are 928 and not 929, I'd love to know but can't easily know."	{{תבנית:טעמי	{{ניווט טעמים|בראשית|א}}{{טעמי
2024-01-27 00:00:00	S(A)K	ירמיהו לז,טז	"Corrected the position of accent etnahta in ""וְאֶל־הַחֲנֻי֑וֹת"" (following AC and LC [UXLC has misreading of LC also reproduced in MM]). Credit to Daniel Holman. To be imported via auto-edits. "		
2024-01-26 00:00:00	BD	יחזקאל כו,ב	Applied 1 auto-edit.		
2024-01-25 00:00:00	S(A)K	יחזקאל כו,ב	"Added template מ:קמץ to the word ""הׇחֳרָֽבָה"". Credit to Daniel Holman. To be imported via auto-edits."		
2024-01-24 00:00:00	BD	various	Applied 62 auto-edits.		
2024-01-22 00:00:00	BD	תורה	Applied 318 auto-edits to תורה. Mostly דברים; a few in במדבר.		
2024-01-20 00:00:00	S(A)K	דברים יח,ד	"Removed meteg from ""וְתִירֹשְׁךָ֣"" (following the general practice of AC)."		
2024-01-19 00:00:00	S(A)K	דברים יד,כג	"Removed meteg from ""וְתִירֹשְׁךָ֣"" (following the general practice of AC and as found in most manuscripts other than LC)."		
2024-01-18 00:00:00	S(A)K	דברים יב,יז	"Removed meteg from ""וְתִירֹשְׁךָ֣"" (following the general practice of AC and as found in manuscripts other than LC)."		
2024-01-17 00:00:00	S(A)K	דניאל א,ד	"Added rafeh in ""מאֿוּם֩"" (as found in LC and most manuscripts)."		
2024-01-16 00:00:00	S(A)K	דברים ז,יג	"Removed meteg from ""וְתִירֹשְׁךָ֣"" (following the general practice of AC and as found in manuscripts other than LC)."		
2024-01-16 00:00:00	S(A)K	דברים ז,ח	"Removed meteg from ""מֵאַהֲבַ֨ת"" (following the general practice of AC and as found in manuscripts other than LC)."		
2024-01-16 00:00:00	S(A)K	ספר ישעיהו	In the Book of Isaiah, added meteg in the following 16 words (as found in AC): Isaiah 8:22 (וַֽחֲשֵׁכָה֙), Isaiah 9:5 (כִּֽי־יֶ֣לֶד), Isaiah 9:6 (מֵֽעַתָּה֙), Isaiah 11:16 (הָֽיְתָה֙), Isaiah 29:2 (תַֽאֲנִיָּה֙), Isaiah 34:13 (וְהָֽיְתָה֙), Isaiah 33:14 (מִֽי־יָג֥וּר), Isaiah 36:12 (הַיֹּֽשְׁבִים֙), Isaiah 37:33 (וְלֹֽא־יְקַדְּמֶ֣נָּה), Isaiah 40:26 (מִֽי־בָרָ֣א), Isaiah 44:19 (וְלֹֽא־תְבוּנָה֮), Isaiah 49:10 (כִּֽי־מְרַחֲמָ֣ם), Isaiah 54:4 (כִּֽי־לֹ֣א), Isaiah 59:21 (אֲשֶׁר־שַׂ֣מְתִּֽי), Isaiah 65:6 (עֲ֠וֺנֹֽתֵיכֶם), Isaiah 66:15 (כִּֽי־הִנֵּ֤ה). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-16 00:00:00	S(A)K	ספר ישעיהו	In the Book of Isaiah, deleted meteg in the following 99 words (as found in AC): Isaiah 1:13 (וַעֲצָרָֽה׃), Isaiah 1:21 (מְלֵאֲתִ֣י), Isaiah 2:1 (וִירוּשָׁלִָֽם׃), Isaiah 3:24 (מַחֲגֹ֣רֶת), Isaiah 4:6 (תִּהְיֶ֥ה), Isaiah 5:2 (לַעֲשׂ֥וֹת), Isaiah 5:24 (כֶּאֱכֹ֨ל), Isaiah 7:19 (הַנַּהֲלֹלִֽים׃), Isaiah 7:23 (יִהְיֶֽה׃), Isaiah 8:2 (נֶאֱמָנִ֑ים), Isaiah 8:4 (שֹׁמְר֔וֹן), Isaiah 8:12 (לֹא־תֹאמְר֣וּן), Isaiah 10:9 (שֹׁמְרֽוֹן׃ Isa 10:10 (הָאֱלִ֑יל), Isaiah 10:11 (לִירוּשָׁלִַ֖ם), Isaiah 10:13 (יוֹשְׁבִֽים׃), Isaiah 10:16 (הָאָד֜וֹן), Isaiah 10:30 (צַהֲלִ֥י), Isaiah 10:32 (יְרוּשָׁלִָֽם׃), Isaiah 11:11 (וּמֵאִיֵּ֖י), Isaiah 11:11 (מֵאַשּׁ֨וּר), Isaiah 12:2 (לִישׁוּעָֽה׃), Isaiah 13:3 (גַּאֲוָתִֽי׃), Isaiah 13:4 (נֶאֱסָפִ֔ים), Isaiah 13:8 (וַחֲבָלִים֙), Isaiah 13:10 (לֹא־יַגִּ֥יהַּ), Isaiah 14:5 (מֹשְׁלִֽים׃), Isaiah 14:14 (אֶעֱלֶ֖ה), Isaiah 17:2 (מַחֲרִֽיד׃), Isaiah 17:8 (וְהָחַמָּנִֽים׃), Isaiah 17:9 (יִהְי֣וּ), Isaiah 18:7 (לַיהוָ֣ה), Isaiah 21:6 (הַעֲמֵ֣ד), Isaiah 23:18 (לֶאֱכֹ֥ל), Isaiah 25:3 (יִירָאֽוּךָ׃), Isaiah 26:4 (בַיהוָ֖ה), Isaiah 26:20 (בַחֲדָרֶ֔יךָ), Isaiah 27:5 (יַחֲזֵ֣ק), Isaiah 27:13 (לַיהוָ֛ה), Isaiah 28:21 (לַעֲשׂ֤וֹת), Isaiah 29:15 (מֵיְהוָ֖ה), Isaiah 29:22 (יֶחֱוָֽרוּ׃), Isaiah 30:15 (גְּבוּרַתְכֶ֑ם), Isaiah 31:8 (לֹא־אָדָ֖ם), Isaiah 33:4 (הֶחָסִ֑יל), Isaiah 33:13 (גְּבֻרָתִֽי׃), Isaiah 34:11 (וִירֵשׁ֙וּהָ֙), Isaiah 34:16 (מֵעַל־סֵ֤פֶר), Isaiah 36:16 (מֵי־בוֹרֽוֹ׃), Isaiah 39:1 (מֶלֶךְ־בָּבֶ֛ל), Isaiah 40:1 (אֱלֹהֵיכֶֽם׃), Isaiah 40:12 (מִי־מָדַ֨ד), Isaiah 40:27 (יַעֲקֹ֔ב), Isaiah 41:24 (וּפָעָלְכֶ֖ם), Isaiah 42:24 (מִי־נָתַ֨ן), Isaiah 43:11 (2) (אָנֹכִ֥י אָנֹכִ֥י), Isaiah 43:14 (בָּאֳנִיּ֥וֹת), Isaiah 43:17 (רֶכֶב־וָס֖וּס), Isaiah 43:27 (הָרִאשׁ֖וֹן), Isaiah 44:1 (יַעֲקֹ֣ב), Isaiah 44:26 (הָאֹמֵ֨ר), Isaiah 45:1 (בִימִינ֗וֹ), Isaiah 45:1 (כֹּה־אָמַ֣ר), Isaiah 45:11 (כֹּה־אָמַ֧ר), Isaiah 45:14 (יַעֲבֹ֙רוּ֙), Isaiah 45:17 (לֹא־תֵבֹ֥שׁוּ), Isaiah 48:11 (לֹא־אֶתֵּֽן׃), Isaiah 48:15 (הֲבִאֹתִ֖יו), Isaiah 49:4 (וַאֲנִ֤י), Isaiah 49:6 (יַעֲקֹ֔ב), Isaiah 49:22 (כֹּה־אָמַ֞ר), Isaiah 50:7 (וַאדנָ֤י), Isaiah 51:3 (כִּי־נִחַ֨ם), Isaiah 51:6 (עֵינֵיכֶ֜ם), Isaiah 52:1 (יְרוּשָׁלִַם֙), Isaiah 53:11 (לָרַבִּ֑ים), Isaiah 54:2 (וִירִיע֧וֹת), Isaiah 54:4 (וְאַל־תִּכָּלְמִ֖י), Isaiah 55:2 (וִיגִיעֲכֶ֖ם), Isaiah 55:3 (הַנֶּאֱמָנִֽים׃), Isaiah 57:5 (רַעֲנָ֑ן), Isaiah 58:4 (לֹא־תָצ֣וּמוּ), Isaiah 58:4 (קוֹלְכֶֽם׃), Isaiah 58:8 (יַאַסְפֶֽךָ׃), Isaiah 58:14 (יַעֲקֹ֣ב), Isaiah 60:9 (וׇאֳנִיּ֤וֹת), Isaiah 60:9 (מֵרָח֔וֹק), Isaiah 60:14 (כָּל־מְנַאֲצָ֑יִךְ), Isaiah 60:20 (יֵאָסֵ֑ף), Isaiah 61:1 (לַחֲבֹ֣שׁ), Isaiah 62:4 (לֹא־יֵאָמֵ֥ר), Isaiah 62:5 (חוֹמֹתַ֣יִךְ), Isaiah 62:10 (עַל־הָעַמִּֽים׃), Isaiah 64:3 (לֹא־שָׁמְע֖וּ), Isaiah 65:1 (לֹא־קֹרָ֥א), Isaiah 65:13 (כֹּה־אָמַ֣ר), Isaiah 65:16 (מֵעֵינָֽי׃), Isaiah 65:24 (טֶרֶם־יִקְרָ֖אוּ), Isaiah 66:13 (וּבִירוּשָׁלִַ֖ם). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-11 00:00:00	S(A)K	מגילת שיר השירים	In the Book of Song of Songs, added meteg in the following word (as found in AC): Song of Songs 2:14 (כִּֽי־קוֹלֵ֥ךְ). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-11 00:00:00	S(A)K	מגילת שיר השירים	In the Book of Song of Songs, deleted meteg in the following 4 words (as found in AC): Song of Songs 2:1 (שׁוֹשַׁנַּ֖ת), Song of Songs 2:5 (בָּאֲשִׁישׁ֔וֹת), Song of Songs 2:9 (הָאַיָּלִ֑ים), Song of Songs 2:13 (חָנְטָ֣ה). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-11 00:00:00	S(A)K	מגילת רות	In the Book of Ruth, added meteg in the following 3 words (as found in AC): Rutt 1:20 (כִּֽי־הֵמַ֥ר), Ruth 2:5 (לְנַֽעֲר֔וֹ), Ruth 4:10(וְלֹֽא־יִכָּרֵ֧ת). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-11 00:00:00	S(A)K	מגילת רות	In the Book of Ruth, deleted meteg in the following 8 words (as found in AC): Ruth 1:11 (הַעֽוֹד־לִ֤י) from the letter ה, Ruth 1:13 (תֵּעָגֵ֔נָה), Ruth 2:2 (אֵלֲכָה־נָּ֤א), Ruth 2:11 (וַתַּעַזְבִ֞י), Ruth 2:12 (תַּחַת־כְּנָפָֽיו׃), Ruth 2:23 (הַחִטִּ֑ים), Ruth 3:5 (אֶעֱשֶֽׂה׃), Ruth 4:19 (אֶת־עַמִּינָדָֽב׃). Credit to Daniel Holman. To be imported via auto-edits.		
